tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,text,tweet_coord,tweet_created,tweet_location,user_timezone
570289584061480960,positive,1.0,Unknown,1.0,Virgin America,negative,HyperCamiLax,Customer Service Issue,@VirginAmerica This is such a great deal! Already thinking about my 2nd trip to @Australia &amp; I haven't even gone on my 1st trip yet! ;p,"[0.0, 0.0]",2015-02-24 10:30:06-08:00,NYC,America/New_York
570287408438120448,positive,0.6451,Unknown,1.0,Virgin America,negative,mollanderson,Customer Service Issue,@VirginAmerica @virginmedia I'm flying your #fabulous #Seductive skies again! U take all the #stress away from travel http://t.co/ahlXHhKiyn,"[0.0, 0.0]",2015-02-24 10:21:28-08:00,Unknown,Eastern Time (US & Canada)
570285904809598977,positive,1.0,Unknown,1.0,Virgin America,negative,sjespers,Customer Service Issue,@VirginAmerica Thanks!,"[0.0, 0.0]",2015-02-24 10:15:29-08:00,"San Francisco, CA",Pacific Time (US & Canada)
570282469121007616,negative,0.6842,Late Flight,0.3684,Virgin America,negative,smartwatermelon,Customer Service Issue,@VirginAmerica SFO-PDX schedule is still MIA.,"[0.0, 0.0]",2015-02-24 10:01:50-08:00,"palo alto, ca",Pacific Time (US & Canada)
570277724385734656,positive,1.0,Unknown,1.0,Virgin America,negative,ItzBrianHunty,Customer Service Issue,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,"[0.0, 0.0]",2015-02-24 09:42:59-08:00,west covina,Pacific Time (US & Canada)
570276917301137409,negative,1.0,Bad Flight,1.0,Virgin America,negative,heatherovieda,Customer Service Issue,@VirginAmerica  I flew from NYC to SFO last week and couldn't fully sit in my seat due to two large gentleman on either side of me. HELP!,"[0.0, 0.0]",2015-02-24 09:39:46-08:00,this place called NYC,Eastern Time (US & Canada)
570270684619923457,positive,1.0,Unknown,1.0,Virgin America,negative,thebrandiray,Customer Service Issue,I ❤️ flying @VirginAmerica. ☺️👍,"[0.0, 0.0]",2015-02-24 09:15:00-08:00,Somewhere celebrating life. ,Atlantic Time (Canada)
570267956648792064,positive,1.0,Unknown,1.0,Virgin America,negative,JNLpierce,Customer Service Issue,@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.,"[0.0, 0.0]",2015-02-24 09:04:10-08:00,Boston | Waltham,Quito
570265883513384960,negative,0.6705,Can't Tell,0.3614,Virgin America,negative,MISSGJ,Customer Service Issue,@VirginAmerica why are your first fares in May over three times more than other carriers when all seats are available to select???,"[0.0, 0.0]",2015-02-24 08:55:56-08:00,Unknown,Unknown
570264145116819457,positive,1.0,Unknown,1.0,Virgin America,negative,DT_Les,Customer Service Issue,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA,"[40.74804263, -73.99295302]",2015-02-24 08:49:01-08:00,Unknown,Unknown
570259420287868928,positive,1.0,Unknown,1.0,Virgin America,negative,ElvinaBeck,Customer Service Issue,@VirginAmerica I love the hipster innovation. You are a feel good brand.,"[0.0, 0.0]",2015-02-24 08:30:15-08:00,Los Angeles,Pacific Time (US & Canada)
570258822297579520,neutral,1.0,Unknown,1.0,Virgin America,negative,rjlynch21086,Customer Service Issue,@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?,"[0.0, 0.0]",2015-02-24 08:27:52-08:00,"Boston, MA ",Eastern Time (US & Canada)
570256553502068736,negative,1.0,Customer Service Issue,0.3557,Virgin America,negative,ayeevickiee,Customer Service Issue,@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet,"[0.0, 0.0]",2015-02-24 08:18:51-08:00,714,Mountain Time (US & Canada)
570249102404923392,negative,1.0,Customer Service Issue,1.0,Virgin America,negative,Leora13,Customer Service Issue,@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.,"[0.0, 0.0]",2015-02-24 07:49:15-08:00,Unknown,Unknown
570239632807370753,negative,1.0,Can't Tell,0.6614,Virgin America,negative,meredithjlynn,Customer Service Issue,@VirginAmerica What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs #fail,"[0.0, 0.0]",2015-02-24 07:11:37-08:00,Unknown,Unknown
570217831557677057,neutral,0.6854,Unknown,1.0,Virgin America,negative,AdamSinger,Customer Service Issue,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,"[0.0, 0.0]",2015-02-24 05:44:59-08:00,"San Francisco, CA",Central Time (US & Canada)
570207886493782019,negative,1.0,Bad Flight,1.0,Virgin America,negative,blackjackpro911,Customer Service Issue,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,"[42.361016, -71.02000488]",2015-02-24 05:05:28-08:00,"San Mateo, CA & Las Vegas, NV",Unknown
570124596180955136,neutral,0.615,Unknown,0.0,Virgin America,negative,TenantsUpstairs,Customer Service Issue,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,"[33.94540417, -118.4062472]",2015-02-23 23:34:30-08:00,Brooklyn,Atlantic Time (Canada)
570114021854212096,negative,1.0,Flight Booking Problems,1.0,Virgin America,negative,jordanpichler,Customer Service Issue,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢","[0.0, 0.0]",2015-02-23 22:52:29-08:00,Unknown,Vienna
570094701371469825,neutral,1.0,Unknown,1.0,Virgin America,negative,JCervantezzz,Customer Service Issue,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,"[0.0, 0.0]",2015-02-23 21:35:43-08:00,"California, San Francisco",Pacific Time (US & Canada)
570088404156698625,negative,1.0,Customer Service Issue,1.0,Virgin America,negative,Cuschoolie1,Customer Service Issue,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!","[33.94209449, -118.40410103]",2015-02-23 21:10:41-08:00,Washington DC,Quito
570084582780899328,negative,1.0,Customer Service Issue,1.0,Virgin America,negative,amanduhmccarty,Customer Service Issue,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(","[0.0, 0.0]",2015-02-23 20:55:30-08:00,Unknown,Pacific Time (US & Canada)
570076792993611776,positive,1.0,Unknown,1.0,Virgin America,negative,NorthTxHomeTeam,Customer Service Issue,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,"[33.2145038, -96.9321504]",2015-02-23 20:24:33-08:00,Texas,Central Time (US & Canada)
570051991277342720,neutral,0.6207,Unknown,1.0,Virgin America,negative,miaerolinea,Customer Service Issue,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP,"[0.0, 0.0]",2015-02-23 18:46:00-08:00,Worldwide,Caracas
570051381534396416,positive,1.0,Unknown,1.0,Virgin America,negative,Nicsplace,Customer Service Issue,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,"[0.0, 0.0]",2015-02-23 18:43:35-08:00,Central Texas,Unknown
570045393565691904,positive,1.0,Unknown,1.0,Virgin America,negative,Nicsplace,Customer Service Issue,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!","[0.0, 0.0]",2015-02-23 18:19:47-08:00,Central Texas,Unknown
570038941497192448,neutral,0.6791,Unknown,0.0,Virgin America,negative,elisha_malulani,Customer Service Issue,@VirginAmerica when can I book my flight to Hawaii??,"[0.0, 0.0]",2015-02-23 17:54:09-08:00,i'm creating a monster ,Pacific Time (US & Canada)
570035876845084672,negative,1.0,Customer Service Issue,1.0,Virgin America,negative,DannyDouglass,Customer Service Issue,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,"[0.0, 0.0]",2015-02-23 17:41:58-08:00,"San Francisco, CA",Pacific Time (US & Canada)
570033593394667521,positive,0.6639,Unknown,1.0,Virgin America,negative,jamesferrandini,Customer Service Issue,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr","[0.0, 0.0]",2015-02-23 17:32:54-08:00,Unknown,Unknown
570025482344898560,negative,0.6688,Flight Booking Problems,0.6688,Virgin America,negative,will_lenzenjr,Customer Service Issue,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?","[0.0, 0.0]",2015-02-23 17:00:40-08:00,Iowa City,Central Time (US & Canada)
570016304284901379,neutral,1.0,Unknown,1.0,Virgin America,negative,GottAmanda,Customer Service Issue,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️,"[34.0219817, -118.38591198]",2015-02-23 16:24:11-08:00,Los Angeles,Unknown
570015408788414464,neutral,0.6578,Unknown,0.0,Virgin America,negative,KGervaise,Customer Service Issue,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,"[0.0, 0.0]",2015-02-23 16:20:38-08:00,Georgia,Pacific Time (US & Canada)
570013523650048002,neutral,1.0,Unknown,1.0,Virgin America,negative,papamurat,Customer Service Issue,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,"[0.0, 0.0]",2015-02-23 16:13:09-08:00,Unknown,Unknown
570012257549070337,positive,1.0,Unknown,1.0,Virgin America,negative,arieldaie,Customer Service Issue,@VirginAmerica I'm #elevategold for a good reason: you rock!!,"[0.0, 0.0]",2015-02-23 16:08:07-08:00,Los Angeles,Unknown
570011341483843584,neutral,0.6799,Unknown,1.0,Virgin America,negative,vacations7,Customer Service Issue,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,"[0.0, 0.0]",2015-02-23 16:04:28-08:00,Turks and caicos,Unknown
570010571707256832,positive,1.0,Unknown,1.0,Virgin America,negative,ChelseaPoe666,Customer Service Issue,@VirginAmerica wow this just blew my mind,"[0.0, 0.0]",2015-02-23 16:01:25-08:00,Oakland via Midwest ,Atlantic Time (Canada)
570010539499393025,neutral,1.0,Unknown,1.0,Virgin America,negative,BobGlavinVO,Customer Service Issue,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,"[0.0, 0.0]",2015-02-23 16:01:17-08:00,"New York, NY",Eastern Time (US & Canada)
570009713447825408,neutral,0.6436,Unknown,1.0,Virgin America,negative,lisaaiko,Customer Service Issue,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,"[0.0, 0.0]",2015-02-23 15:58:00-08:00,Unknown,Unknown
570009035455344640,neutral,0.6764,Unknown,0.0,Virgin America,negative,grantbrowne,Customer Service Issue,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.","[0.0, 0.0]",2015-02-23 15:55:18-08:00,Worldwide,Central Time (US & Canada)
570006886012973056,positive,0.657,Unknown,1.0,Virgin America,negative,joyabsalon,Customer Service Issue,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,"[0.0, 0.0]",2015-02-23 15:46:46-08:00,Northern Virginia,Eastern Time (US & Canada)
570004391731847169,neutral,1.0,Unknown,1.0,Virgin America,negative,2v,Customer Service Issue,@VirginAmerica wish you flew out of Atlanta... Soon?,"[0.0, 0.0]",2015-02-23 15:36:51-08:00,Los Angeles / Atlanta,Eastern Time (US & Canada)
570001194900426752,neutral,0.7118,Unknown,0.0,Virgin America,negative,KSmithFoundHere,Customer Service Issue,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,"[0.0, 0.0]",2015-02-23 15:24:09-08:00,Unknown,Atlantic Time (Canada)
570000071644872704,neutral,1.0,Unknown,1.0,Virgin America,negative,papamurat,Customer Service Issue,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,"[0.0, 0.0]",2015-02-23 15:19:41-08:00,Unknown,Unknown
569996412286582784,negative,0.6939,Flight Booking Problems,0.6939,Virgin America,negative,murphicus,Customer Service Issue,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,"[0.0, 0.0]",2015-02-23 15:05:09-08:00,"new york, new york",Eastern Time (US & Canada)
569996245462159361,positive,1.0,Unknown,1.0,Virgin America,negative,VinnieFerra,Customer Service Issue,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,"[0.0, 0.0]",2015-02-23 15:04:29-08:00,"brooklyn, Ny",Pacific Time (US & Canada)
569990222609412097,positive,0.635,Unknown,1.0,Virgin America,negative,KevinDemsi,Customer Service Issue,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,"[0.0, 0.0]",2015-02-23 14:40:33-08:00,"Bali, Republic of Indonesia",Kuala Lumpur
569990163209850881,neutral,0.7007,Unknown,1.0,Virgin America,negative,giffgaffman,Customer Service Issue,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,"[0.0, 0.0]",2015-02-23 14:40:19-08:00,"UK, USA. ",Unknown
569989504431316993,neutral,1.0,Unknown,1.0,Virgin America,negative,HanlonBrothers,Customer Service Issue,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,"[0.0, 0.0]",2015-02-23 14:37:42-08:00,"Gold Coast, Australia",Brisbane
569989321698074624,neutral,1.0,Unknown,1.0,Virgin America,negative,emilybg78,Customer Service Issue,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,"[0.0, 0.0]",2015-02-23 14:36:58-08:00,"Stockton, CA",Arizona
569989034501500928,negative,1.0,Customer Service Issue,1.0,Virgin America,negative,rachie1126,Customer Service Issue,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,"[0.0, 0.0]",2015-02-23 14:35:50-08:00,"New York, NY",Eastern Time (US & Canada)
569987622484848640,neutral,0.6858,Unknown,1.0,Virgin America,negative,adawson66,Customer Service Issue,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌","[33.57963333, -117.73024772]",2015-02-23 14:30:13-08:00,Unknown,Unknown
569986782567071744,neutral,1.0,Unknown,1.0,Virgin America,negative,SocialPLC,Customer Service Issue,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!","[0.0, 0.0]",2015-02-23 14:26:53-08:00,"Twin Cities, Minn.",Eastern Time (US & Canada)
569986348041547778,positive,1.0,Unknown,1.0,Virgin America,negative,jeffreymace01,Customer Service Issue,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,"[0.0, 0.0]",2015-02-23 14:25:09-08:00,Unknown,Unknown
569982307634794497,neutral,0.6814,Unknown,0.0,Virgin America,negative,1stcrown,Customer Service Issue,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,"[0.0, 0.0]",2015-02-23 14:09:06-08:00,USA,Central Time (US & Canada)
569976620158578688,negative,1.0,Customer Service Issue,1.0,Virgin America,negative,onerockgypsy,Customer Service Issue,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,"[0.0, 0.0]",2015-02-23 13:46:30-08:00,next city,Pacific Time (US & Canada)
569973821396152323,negative,1.0,Late Flight,0.6789,Virgin America,negative,noelduan,Customer Service Issue,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?","[0.0, 0.0]",2015-02-23 13:35:23-08:00,SF ↔ NY,Eastern Time (US & Canada)
569972508499283968,positive,0.6922,Unknown,1.0,Virgin America,negative,Travelzoo,Customer Service Issue,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,"[0.0, 0.0]",2015-02-23 13:30:10-08:00,"New York, NY",Pacific Time (US & Canada)
569967019958730753,negative,1.0,Lost Luggage,1.0,Virgin America,negative,gianagon,Customer Service Issue,@VirginAmerica everything was fine until you lost my bag,"[40.6413712, -73.78311558]",2015-02-23 13:08:21-08:00,New York + Panama,Eastern Time (US & Canada)
569961866224652288,neutral,1.0,Unknown,1.0,Virgin America,negative,bxchen,Customer Service Issue,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,"[0.0, 0.0]",2015-02-23 12:47:52-08:00,"San Francisco, CA",Eastern Time (US & Canada)
569949891163615232,neutral,0.6492,Unknown,0.0,Virgin America,negative,seimatrun,Customer Service Issue,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,"[0.0, 0.0]",2015-02-23 12:00:17-08:00,Los Angeles,Unknown
569948966873370625,neutral,1.0,Unknown,1.0,Virgin America,negative,jamied7,Customer Service Issue,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?","[0.0, 0.0]",2015-02-23 11:56:37-08:00,"London, England",London
569946362126602240,negative,1.0,Flight Attendant Complaints,0.3516,Virgin America,negative,seimatrun,Customer Service Issue,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,"[0.0, 0.0]",2015-02-23 11:46:16-08:00,Los Angeles,Unknown
569942903683813376,positive,1.0,Unknown,1.0,Virgin America,negative,mrmichaellay,Customer Service Issue,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.","[36.08457854, -115.13780136]",2015-02-23 11:32:31-08:00,Floridian from Cincinnati ,Eastern Time (US & Canada)
569941957490774016,positive,1.0,Unknown,1.0,Virgin America,negative,TaylorLumsden,Customer Service Issue,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,"[0.0, 0.0]",2015-02-23 11:28:46-08:00,"Dallas, Texas",Mountain Time (US & Canada)
569940834994401280,neutral,1.0,Unknown,1.0,Virgin America,negative,campusmoviefest,Customer Service Issue,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF","[0.0, 0.0]",2015-02-23 11:24:18-08:00,USA,Eastern Time (US & Canada)
569940323746516993,neutral,1.0,Unknown,1.0,Virgin America,negative,TaylorLumsden,Customer Service Issue,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,"[0.0, 0.0]",2015-02-23 11:22:16-08:00,"Dallas, Texas",Mountain Time (US & Canada)
569935232033366017,negative,1.0,Customer Service Issue,1.0,Virgin America,negative,meme_meng,Customer Service Issue,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,"[0.0, 0.0]",2015-02-23 11:02:02-08:00,Unknown,Unknown
569934395865493504,neutral,1.0,Unknown,1.0,Virgin America,negative,kyle_romanoff,Customer Service Issue,@VirginAmerica what happened to Doom?!,"[0.0, 0.0]",2015-02-23 10:58:43-08:00,Unknown,Unknown
569933816963342337,negative,1.0,Customer Service Issue,1.0,Virgin America,negative,GunsNDip,Customer Service Issue,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,"[0.0, 0.0]",2015-02-23 10:56:25-08:00,Unknown,Pacific Time (US & Canada)
569933777931145216,positive,1.0,Unknown,1.0,Virgin America,negative,artisticwritr87,Customer Service Issue,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,"[0.0, 0.0]",2015-02-23 10:56:16-08:00,"Seattle, WA",Pacific Time (US & Canada)
569933405506310144,negative,0.6792,Late Flight,0.3477,Virgin America,negative,arieldaie,Customer Service Issue,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,"[0.0, 0.0]",2015-02-23 10:54:47-08:00,Los Angeles,Unknown
569933360564342784,negative,1.0,Can't Tell,1.0,Virgin America,negative,GunsNDip,Customer Service Issue,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,"[0.0, 0.0]",2015-02-23 10:54:36-08:00,Unknown,Pacific Time (US & Canada)
569929243146088448,negative,1.0,Can't Tell,1.0,Virgin America,negative,GunsNDip,Customer Service Issue,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,"[0.0, 0.0]",2015-02-23 10:38:14-08:00,Unknown,Pacific Time (US & Canada)
569926998824394752,negative,1.0,Flight Booking Problems,1.0,Virgin America,negative,jsatk,Customer Service Issue,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,"[0.0, 0.0]",2015-02-23 10:29:19-08:00,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada)
569923394990419968,neutral,0.6705,Unknown,0.0,Virgin America,negative,serenaklal,Customer Service Issue,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,"[0.0, 0.0]",2015-02-23 10:15:00-08:00,Chicago,Eastern Time (US & Canada)
569922008588222465,neutral,1.0,Unknown,1.0,Virgin America,negative,openambit1,Customer Service Issue,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,"[0.0, 0.0]",2015-02-23 10:09:30-08:00,Unknown,Unknown
569920824905306113,neutral,0.6545,Unknown,0.0,Virgin America,negative,cabowine,Customer Service Issue,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,"[0.0, 0.0]",2015-02-23 10:04:47-08:00,"Los Cabos,Mexico",Arizona
569919041244147712,negative,1.0,Can't Tell,0.6513,Virgin America,negative,MaryAnnTaylorT,Customer Service Issue,@VirginAmerica Why is the site down?  When will it be back up?,"[0.0, 0.0]",2015-02-23 09:57:42-08:00,"New York, NY",Arizona
569915941192015872,neutral,1.0,Unknown,1.0,Virgin America,negative,RamotControl,Customer Service Issue,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""","[0.0, 0.0]",2015-02-23 09:45:23-08:00,Unknown,Pacific Time (US & Canada)
569913339427434496,neutral,0.6639,Unknown,0.0,Virgin America,negative,losermelon,Customer Service Issue,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?","[0.0, 0.0]",2015-02-23 09:35:03-08:00,Unknown,Unknown
569911816937033728,negative,1.0,Cancelled Flight,1.0,Virgin America,negative,AlisonK33774854,Customer Service Issue,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,"[0.0, 0.0]",2015-02-23 09:29:00-08:00,Unknown,Unknown
569911674158731264,negative,1.0,Late Flight,1.0,Virgin America,negative,GunsNDip,Customer Service Issue,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin","[0.0, 0.0]",2015-02-23 09:28:26-08:00,Unknown,Pacific Time (US & Canada)
569911218942517248,neutral,0.6765,Unknown,0.0,Virgin America,negative,yazdanagh,Customer Service Issue,@VirginAmerica why is flight 345 redirected?,"[0.0, 0.0]",2015-02-23 09:26:37-08:00,Unknown,Unknown
569910981868060673,negative,1.0,Customer Service Issue,0.6863,Virgin America,negative,MerchEngines,Customer Service Issue,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.","[0.0, 0.0]",2015-02-23 09:25:41-08:00,"Los Angeles, CA",Arizona
569909224521641984,negative,1.0,Customer Service Issue,0.6771,Virgin America,negative,ColorCartel,Customer Service Issue,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,"[0.0, 0.0]",2015-02-23 09:18:42-08:00,"Austin, TX",Mountain Time (US & Canada)
569907336485019648,negative,1.0,Can't Tell,0.659,Virgin America,negative,MustBeSpoken,Customer Service Issue,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,"[0.0, 0.0]",2015-02-23 09:11:12-08:00,Unknown,Unknown
569896805611089920,negative,1.0,Flight Booking Problems,0.6714,Virgin America,negative,mattbunk,Customer Service Issue,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,"[0.0, 0.0]",2015-02-23 08:29:21-08:00,"Sterling Heights, MI",Eastern Time (US & Canada)
